PlayerCode,Name,Name clean,Rating,Stars,First,Last,fuzzy_key
2009591,Kevin Greene,Kevin Greene,0.867,3,Kevin,Greene,grevinenekev
2009592,Telvion Clark,Telvion Clark,0.867,3,Telvion,Clark,claionarktel
2009593,Thaddeus Randle,Thaddeus Randle,0.867,3,Thaddeus,Randle,raneusdletha
2009594,William Sutton,William Sutton,0.867,3,William,Sutton,sutiamtonwil
2009595,TyQuan Hammock,TyQuan Hammock,0.867,3,TyQuan,Hammock,hamuanocktyq
2009596,Kellen Williams,Kellen Williams,0.867,3,Kellen,Williams,willenamskel
2009597,Taylor Martinez,Taylor Martinez,0.867,3,Taylor,Martinez,marlorneztay
2009598,Brady Brown,Brady Brown,0.867,3,Brady,Brown,broadyownbra
2009599,Dexter Linton,Dexter Linton,0.867,3,Dexter,Linton,lintertondex
2009600,Ryan Swope,Ryan Swope,0.867,3,Ryan,Swope,swoyanoperya
2009601,Drew Allen,Drew Allen,0.867,3,Drew,Allen,allrewlendre
2009602,Malcolm Bunche,Malcolm Bunche,0.867,3,Malcolm,Bunche,bunolmchemal
2009603,Corey Addison,Corey Addison,0.867,3,Corey,Addison,addreysoncor
2009604,Pat Muldoon,Pat Muldoon,0.867,3,Pat,Muldoon,mulpatoonpat
2009605,Darius Reynolds,Darius Reynolds,0.8667,3,Darius,Reynolds,reyiusldsdar
2009606,Jack Ramsey,Jack Ramsey,0.8662,3,Jack,Ramsey,ramackseyjac
2009607,Clint Naron,Clint Naron,0.8654,3,Clint,Naron,narintroncli
2009608,Shane Gordon,Shane Gordon,0.8653,3,Shane,Gordon,goranedonsha
2009609,Jordan Barrett,Jordan Barrett,0.8653,3,Jordan,Barrett,bardanettjor
2009610,Tahj Jones,Tahj Jones,0.8653,3,Tahj,Jones,jonahjnestah
2009611,Jack Meiners,Jack Meiners,0.8653,3,Jack,Meiners,meiackersjac
2009612,Kyrell Hudson,Kyrell Hudson,0.8653,3,Kyrell,Hudson,hudellsonkyr
2009613,A.J. Highsmith,AJ Highsmith,0.8653,3,AJ,Highsmith,higajithaj
2009614,Antonio Foster,Antonio Foster,0.8653,3,Antonio,Foster,fosnioterant
2009615,Adam Homan,Adam Homan,0.8653,3,Adam,Homan,homdammanada
2009616,Jairus Jones,Jairus Jones,0.8653,3,Jairus,Jones,jonrusnesjai
2009617,Isaiah Bowens,Isaiah Bowens,0.8653,3,Isaiah,Bowens,bowiahensisa
2009618,Anthony Williams,Anthony Williams,0.8653,3,Anthony,Williams,wilonyamsant
2009619,Reginald Bryant,Reginald Bryant,0.8653,3,Reginald,Bryant,bryaldantreg
2009620,Wayne Times,Wayne Times,0.8653,3,Wayne,Times,timynemesway
2009621,Joe Southwick,Joe Southwick,0.8653,3,Joe,Southwick,soujoeickjoe
2009622,Tyler Shatley,Tyler Shatley,0.8653,3,Tyler,Shatley,shalerleytyl
2009623,Alex Mascarenas,Alex Mascarenas,0.8653,3,Alex,Mascarenas,maslexnasale
2009624,Eric Samuels,Eric Samuels,0.8653,3,Eric,Samuels,samricelseri
2009625,Duron Harmon,Duron Harmon,0.8653,3,Duron,Harmon,harronmondur
2009626,Darius McKeller,Darius McKeller,0.8653,3,Darius,McKeller,mckiuslerdar
2009627,Brian Slay,Brian Slay,0.8653,3,Brian,Slay,slaianlaybri
2009628,Chris Hubbard,Chris Hubbard,0.8653,3,Chris,Hubbard,hubrisardchr
2009629,Skyler Scott,Skyler Scott,0.8653,3,Skyler,Scott,scolerottsky
2009630,Cory White,Cory White,0.8653,3,Cory,White,whioryitecor
2009631,Rolandan Finch,Rolandan Finch,0.8653,3,Rolandan,Finch,findannchrol
2009632,Antwon Higgs,Antwon Higgs,0.8653,3,Antwon,Higgs,higwonggsant
2009633,Nik Abele,Nik Abele,0.8653,3,Nik,Abele,abenikelenik
2009634,Dalton Hilliard,Dalton Hilliard,0.8653,3,Dalton,Hilliard,hiltonarddal
2009635,Gerald West,Gerald West,0.8653,3,Gerald,West,wesaldestger
2009636,Justin Jones,Justin Jones,0.8653,3,Justin,Jones,jontinnesjus
2009637,Jaleel Clark,Jaleel Clark,0.8653,3,Jaleel,Clark,claeelarkjal
2009638,Frank Crawford,Frank Crawford,0.8653,3,Frank,Crawford,craankordfra
2009639,Donald Russell,Donald Russell,0.8653,3,Donald,Russell,rusaldelldon
2009640,Jeramie Roberts,Jeramie Roberts,0.8653,3,Jeramie,Roberts,robmiertsjer
2009641,Daquan Hargrett,Daquan Hargrett,0.8653,3,Daquan,Hargrett,haruanettdaq
2009642,LaDarius Perkins,LaDarius Perkins,0.8653,3,LaDarius,Perkins,periusinslad
2009643,John Michael Davis,John Michael Davis,0.8645,3,John,Michael Davis,micohnvisjoh
2009644,Tracy Moore,Tracy Moore,0.8639,3,Tracy,Moore,mooacyoretra
2009645,Vachel Samuels,Vachel Samuels,0.8639,3,Vachel,Samuels,samhelelsvac
2009646,Joey Searcy,Joey Searcy,0.8639,3,Joey,Searcy,seaoeyrcyjoe
2009647,Hugh Thornton,Hugh Thornton,0.8639,3,Hugh,Thornton,thoughtonhug
2009648,Bradley Johnson,Bradley Johnson,0.8639,3,Bradley,Johnson,johleysonbra
2009649,Avery Patterson,Avery Patterson,0.8639,3,Avery,Patterson,paterysonave
2009650,Tyree Watkins,Tyree Watkins,0.8639,3,Tyree,Watkins,watreeinstyr
2009651,Jarrad Stewart,Jarrad Stewart,0.8639,3,Jarrad,Stewart,steradartjar
2009652,Tyrone Duplessis,Tyrone Duplessis,0.8639,3,Tyrone,Duplessis,duponesistyr
2009653,Spencer Shuey,Spencer Shuey,0.8639,3,Spencer,Shuey,shucerueyspe
2009654,Eric Martin,Eric Martin,0.8639,3,Eric,Martin,marrictineri
2009655,Marshall Musil,Marshall Musil,0.8639,3,Marshall,Musil,musallsilmar
2009656,Patrick White,Patrick White,0.8639,3,Patrick,White,whiickitepat
2009657,Jack Harris,Jack Harris,0.8835,3,Jack,Harris,harackrisjac
2009658,Deion Roberson,Deion Roberson,0.8622,3,Deion,Roberson,robionsondei
2009659,Bennie Fowler,Bennie Fowler,0.8622,3,Bennie,Fowler,fownielerben
2009660,LeRon Furr,LeRon Furr,0.8622,3,LeRon,Furr,furronurrler
2009661,Nathan Fellner,Nathan Fellner,0.8622,3,Nathan,Fellner,felhannernat
2009662,Denicos Allen,Denicos Allen,0.8622,3,Denicos,Allen,allcoslenden
2009663,Aaron Moore,Aaron Moore,0.8622,3,Aaron,Moore,mooronoreaar
2009664,Brent Singleton,Brent Singleton,0.8622,3,Brent,Singleton,sinenttonbre
2009665,Luke Bowanko,Luke Bowanko,0.8622,3,Luke,Bowanko,bowukenkoluk
2009666,Kyle Koehne,Kyle Koehne,0.8622,3,Kyle,Koehne,koeylehnekyl
2009667,Phillip Butterfield,Phillip Butterfield,0.8622,3,Phillip,Butterfield,butlipeldphi
2009668,Stephon Morris,Stephon Morris,#N/A,#N/A,Stephon,Morris,morhonrisste
2009669,Maalik Bomar,Maalik Bomar,0.8622,3,Maalik,Bomar,bomlikmarmaa
2009670,Jonathan Evans,Jonathan Evans,0.8622,3,Jonathan,Evans,evahanansjon
2009671,Brandon Watts,Brandon Watts,0.8622,3,Brandon,Watts,watdonttsbra
2009672,Chris Freeman,Chris Freeman,0.8622,3,Chris,Freeman,frerismanchr
2009673,Larry Warford,Larry Warford,0.8622,3,Larry,Warford,warrryordlar
2009674,Kenneth Watkins,Kenneth Watkins,0.8622,3,Kenneth,Watkins,watethinsken
2009675,Arby Fields,Arby Fields,0.8622,3,Arby,Fields,fierbyldsarb
2009676,Jarrod Darden,Jarrod Darden,0.8622,3,Jarrod,Darden,darroddenjar
2009677,Corey Lillard,Corey Lillard,0.8622,3,Corey,Lillard,lilreyardcor
2009678,Terry Franklin,Terry Franklin,0.8622,3,Terry,Franklin,frarrylinter
2009679,Lazarri Middleton,Lazarri Middleton,0.8622,3,Lazarri,Middleton,midrritonlaz
2009680,Kevin Revis,Kevin Revis,0.8622,3,Kevin,Revis,revvinviskev
2009681,Joel Kight,Joel Kight,0.8622,3,Joel,Kight,kigoelghtjoe
2009682,Quan Rucker,Quan Rucker,0.8622,3,Quan,Rucker,rucuankerqua
2009683,Turell Williams,Turell Williams,0.8622,3,Turell,Williams,wilellamstur
2009684,Artice Kellam,Artice Kellam,0.8622,3,Artice,Kellam,kelicelamart
2009685,Mason Johnston,Mason Johnston,0.8622,3,Mason,Johnston,johsontonmas
2009686,Derrick Webb,Derrick Webb,0.8622,3,Derrick,Webb,webickebbder
2009687,Brian Wozniak,Brian Wozniak,0.8622,3,Brian,Wozniak,wozianiakbri
2009688,Anthony Kendrick,Anthony Kendrick,0.8622,3,Anthony,Kendrick,kenonyickant
2009689,Eric Williams,Eric Williams,0.8622,3,Eric,Williams,wilricamseri
2009690,Steven Fanua,Steven Fanua,0.8622,3,Steven,Fanua,fanvennuaste
2009691,Xavier Rhodes,Xavier Rhodes,0.8622,3,Xavier,Rhodes,rhoierdesxav
2009692,Tracey Lampley,Tracey Lampley,0.8622,3,Tracey,Lampley,lamceyleytra
2009693,Terence Garvin,Terence Garvin,0.8622,3,Terence,Garvin,garncevinter
2009694,Greg Capella,Greg Capella,0.8622,3,Greg,Capella,capregllagre
2009695,Mike Privott,Mike Privott,0.8622,3,Mike,Privott,priikeottmik
2009696,Raymond Beno,Raymond Beno,0.8622,3,Raymond,Beno,benondenoray
2009697,Chris Omigie,Chris Omigie,0.8622,3,Chris,Omigie,omirisgiechr
2009698,Brandon Jacobs,Brandon Jacobs,0.8622,3,Brandon,Jacobs,jacdonobsbra
2009699,Ted Bolser,Ted Bolser,0.8622,3,Ted,Bolser,boltedserted
2009700,Everett Benyard,Everett Benyard,0.8622,3,Everett,Benyard,benettardeve
2009701,Jayson Allmond,Jayson Allmond,0.8622,3,Jayson,Allmond,allsonondjay
2009702,Clark Evans,Clark Evans,0.8622,3,Clark,Evans,evaarkanscla
2009703,Ryan Groy,Ryan Groy,0.8622,3,Ryan,Groy,groyanroyrya
2009704,D.J. Beshears,DJ Beshears,0.8622,3,DJ,Beshears,besdjarsdj
2009705,Deshaun Sands,Deshaun Sands,0.8622,3,Deshaun,Sands,sanaunndsdes
2009706,C.J. Brown,CJ Brown,0.8622,3,CJ,Brown,brocjowncj
2009707,Jacquez Jenkins,Jacquez Jenkins,0.862,3,Jacquez,Jenkins,jenuezinsjac
2009708,Mark Arcidiacono,Mark Arcidiacono,0.862,3,Mark,Arcidiacono,arcarkonomar
2009709,Timothy Flanders,Timothy Flanders,0.8608,3,Timothy,Flanders,flathyerstim
2009710,John Gallagher,John Gallagher,0.8608,3,John,Gallagher,galohnherjoh
2009711,Damien Proby,Damien Proby,0.8608,3,Damien,Proby,proienobydam
2009712,Tyrone Sellers,Tyrone Sellers,0.8608,3,Tyrone,Sellers,seloneerstyr
2009713,Brayden Burnett,Brayden Burnett,0.8608,3,Brayden,Burnett,burdenettbra
2009714,Marcus Washington,Marcus Washington,0.9,4,Marcus,Washington,wascustonmar
2009715,Tyson Chandler,Tyson Chandler,#N/A,#N/A,Tyson,Chandler,chasonlertys
2009716,Dan France,Dan France,0.8608,3,Dan,France,fradanncedan
2009717,Jeff Fantuzzi,Jeff Fantuzzi,0.8604,3,Jeff,Fantuzzi,faneffzzijef
2009718,Kody Koebensky,Kody Koebensky,0.8604,3,Kody,Koebensky,koeodyskykod
2009719,Mohamed Sanu,Mohamed Sanu,0.8604,3,Mohamed,Sanu,sanmedanumoh
2009720,Josh Boyce,Josh Boyce,0.8604,3,Josh,Boyce,boyoshycejos
2009721,Dustin Hopkins,Dustin Hopkins,#N/A,#N/A,Dustin,Hopkins,hoptininsdus
2009722,Tyler Dippel,Tyler Dippel,0.8604,3,Tyler,Dippel,diplerpeltyl
2009723,Anthony Fera,Anthony Fera,#N/A,#N/A,Anthony,Fera,feronyeraant
2009724,Travante Stallworth,Travante Stallworth,0.8604,3,Travante,Stallworth,stanterthtra
2009725,Mike Marrow,Mike Marrow,0.8604,3,Mike,Marrow,marikerowmik
2009726,Ricky Marvray,Ricky Marvray,0.8733,3,Ricky,Marvray,marckyrayric
2009727,Dominique Jones,Dominique Jones,0.859,3,Dominique,Jones,jonquenesdom
2009728,Bennie Logan,Bennie Logan,0.859,3,Bennie,Logan,lognieganben
2009729,Will Saddler,Will Saddler,0.859,3,Will,Saddler,sadilllerwil
2009730,Ashton Glaser,Ashton Glaser,0.859,3,Ashton,Glaser,glatonserash
2009731,Cameron Marshall,Cameron Marshall,0.859,3,Cameron,Marshall,marronallcam
2009732,Isi Sofele,Isi Sofele,0.859,3,Isi,Sofele,sofisieleisi
2009733,David Harding,David Harding,0.859,3,David,Harding,harvidingdav
2009734,Kerwin Stricker,Kerwin Stricker,0.859,3,Kerwin,Stricker,strwinkerker
2009735,Roderick Goodlow,Roderick Goodlow,0.859,3,Roderick,Goodlow,gooicklowrod
2009736,Jordan Wynn,Jordan Wynn,0.859,3,Jordan,Wynn,wyndanynnjor
2009737,Bryan Stork,Bryan Stork,0.859,3,Bryan,Stork,stoyanorkbry
2009738,Jack Baucus,Jack Baucus,0.859,3,Jack,Baucus,bauackcusjac
2009739,Jamaal Burrell,Jamaal Burrell,0.859,3,Jamaal,Burrell,buraalelljam
2009740,Demarcus Knight,Demarcus Knight,0.859,3,Demarcus,Knight,knicusghtdem
2009741,Paul Carrezola,Paul Carrezola,0.859,3,Paul,Carrezola,caraulolapau
2009742,Zac Matthias,Zac Matthias,0.859,3,Zac,Matthias,matzaciaszac
2009743,Steve Greene,Steve Greene,0.859,3,Steve,Greene,greeveeneste
2009744,James Dunbar,James Dunbar,0.859,3,James,Dunbar,dunmesbarjam
2009745,Nolan Washington,Nolan Washington,0.859,3,Nolan,Washington,waslantonnol
2009746,Greg Pratt,Greg Pratt,0.859,3,Greg,Pratt,praregattgre
2009747,Zac Stacy,Zac Stacy,0.859,3,Zac,Stacy,stazacacyzac
2009748,Mike Trumpy,Mike Trumpy,0.859,3,Mike,Trumpy,truikempymik
2009749,Sam Simpson,Sam Simpson,0.859,3,Sam,Simpson,simsamsonsam
2009750,Iuta Tepa,Iuta Tepa,0.859,3,Iuta,Tepa,teputaepaiut
2009751,Mardrecas Hood,Mardrecas Hood,0.859,3,Mardrecas,Hood,hoocasoodmar
2009752,Kylan Butler,Kylan Butler,0.859,3,Kylan,Butler,butlanlerkyl
2009753,Nico Flores,Nico Flores,0.859,3,Nico,Flores,floicoresnic
2009754,John Prior,John Prior,0.859,3,John,Prior,priohniorjoh
2009755,Jordan Webb,Jordan Webb,0.859,3,Jordan,Webb,webdanebbjor
2009756,LT Filiaga,LT Filiaga,0.859,3,LT,Filiaga,filltagalt
2009757,John Sullen,John Sullen,0.859,3,John,Sullen,sulohnlenjoh
2009758,Nick Allison,Nick Allison,0.859,3,Nick,Allison,allicksonnic
2009759,David Paulsen,David Paulsen,0.859,3,David,Paulsen,pauvidsendav
2009760,Kalvin Guyton,Kalvin Guyton,0.859,3,Kalvin,Guyton,guyvintonkal
2009761,LaRoy Reynolds,LaRoy Reynolds,0.859,3,LaRoy,Reynolds,reyroyldslar
2009762,Austin Tate,Austin Tate,0.859,3,Austin,Tate,tattinateaus
2009763,Ricky Johnson,Ricky Johnson,0.859,3,Ricky,Johnson,johckysonric
2009764,Travis Swanson,Travis Swanson,0.859,3,Travis,Swanson,swavissontra
2009765,Austin Gamble,Austin Gamble,0.859,3,Austin,Gamble,gamtinbleaus
2009766,Eric Pinkins,Eric Pinkins,0.859,3,Eric,Pinkins,pinricinseri
2009767,Darren Markle,Darren Markle,0.859,3,Darren,Markle,marrenkledar
2009768,Adbul Smith,Adbul Smith,0.8579,3,Adbul,Smith,smibulithadb
2009769,Arthur Burns,Arthur Burns,0.8576,3,Arthur,Burns,burhurrnsart
2009770,LaAdrian Waddle,LaAdrian Waddle,0.8573,3,LaAdrian,Waddle,wadiandlelaa
2009771,Charles Leno,Charles Leno,0.8573,3,Charles,Leno,lenlesenocha
2009772,Patrick Nkwopara,Patrick Nkwopara,0.8573,3,Patrick,Nkwopara,nkwickarapat
2009773,Brian Jackson,Brian Jackson,0.8573,3,Brian,Jackson,jaciansonbri
2009774,Daniel Drummond,Daniel Drummond,0.8573,3,Daniel,Drummond,druielonddan
2009775,Thomas Ferguson,Thomas Ferguson,0.8573,3,Thomas,Ferguson,fermassontho
2009776,Mitch Ewald,Mitch Ewald,#N/A,#N/A,Mitch,Ewald,ewatchaldmit
2009777,Alex Williams,Alex Williams,0.8434,3,Alex,Williams,willexamsale
2009778,Corico Wright,Corico Wright,0.8567,3,Corico,Wright,wriicoghtcor
2009779,Marlion Barnett,Marlion Barnett,0.8559,3,Marlion,Barnett,barionettmar
2009780,Terdema Ussery,Terdema Ussery,0.8559,3,Terdema,Ussery,ussemaeryter
2009781,Will Secord,Will Secord,0.8559,3,Will,Secord,secillordwil
2009782,Taysom Hill,Taysom Hill,0.8559,3,Taysom,Hill,hilsomilltay
2009783,Brad Rogers,Brad Rogers,0.8559,3,Brad,Rogers,rogradersbra
2009784,Ross Rasner,Ross Rasner,0.8559,3,Ross,Rasner,rasossnerros
2009785,Charlie Thomas,Charlie Thomas,0.8559,3,Charlie,Thomas,tholiemascha
2009786,Zach Boren,Zach Boren,0.8559,3,Zach,Boren,borachrenzac
2009787,Justin Bright,Justin Bright,0.8559,3,Justin,Bright,britinghtjus
2009788,Qua Huzzie,Qua Huzzie,0.8559,3,Qua,Huzzie,huzquaziequa
2009789,Karrington Armstrong,Karrington Armstrong,0.8559,3,Karrington,Armstrong,armtonongkar
2009790,Josh Gordon,Josh Gordon,0.8559,3,Josh,Gordon,goroshdonjos
2009791,Anthony Carpenter,Anthony Carpenter,0.8559,3,Anthony,Carpenter,caronyterant
2009792,Terrell Williams,Terrell Williams,0.8559,3,Terrell,Williams,wilellamster
2009793,Andrew Weaver,Andrew Weaver,0.8559,3,Andrew,Weaver,wearewverand
2009794,Rashad Wynes,Rashad Wynes,0.8559,3,Rashad,Wynes,wynhadnesras
2009795,D.J. Bunn,DJ Bunn,0.8559,3,DJ,Bunn,bundjunndj
2009796,Terrence Miller,Terrence Miller,0.8559,3,Terrence,Miller,milncelerter
2009797,Lorne Goree,Lorne Goree,0.8559,3,Lorne,Goree,gorrnereelor
2009798,Kenny Cain,Kenny Cain,0.8559,3,Kenny,Cain,cainnyainken
2009799,Ryan Milus,Ryan Milus,0.8559,3,Ryan,Milus,milyanlusrya
2009800,Jaz Reynolds,Jaz Reynolds,0.8559,3,Jaz,Reynolds,reyjazldsjaz
2009801,Joseph Bonugli,Joseph Bonugli,0.8559,3,Joseph,Bonugli,bonephglijos
2009802,T.J. Alofipo,TJ Alofipo,0.8559,3,TJ,Alofipo,alotjipotj
2009803,Colton Miles-Nash,Colton MilesNash,0.8559,3,Colton,MilesNash,miltonashcol
2009804,Neal Barlow,Neal Barlow,0.8559,3,Neal,Barlow,bareallownea
2009805,Camden Wentz,Camden Wentz,0.8559,3,Camden,Wentz,wendenntzcam
2009806,Jamie Collins,Jamie Collins,0.8559,3,Jamie,Collins,colmieinsjam
2009807,Sam Watts,Sam Watts,0.8559,3,Sam,Watts,watsamttssam
2009808,Ryan Hall,Ryan Hall,0.8559,3,Ryan,Hall,halyanallrya
2009809,Anthony Foster,Anthony Foster,0.8559,3,Anthony,Foster,fosonyterant
2009810,Anthony Rogers,Anthony Rogers,0.8559,3,Anthony,Rogers,rogonyersant
2009811,Shawne Alston,Shawne Alston,0.8559,3,Shawne,Alston,alswnetonsha
2009812,Jared Wheeler,Jared Wheeler,0.8559,3,Jared,Wheeler,wheredlerjar
2009813,Nick Zachery,Nick Zachery,0.8559,3,Nick,Zachery,zacickerynic
2009814,Paul Freedman,Paul Freedman,0.8559,3,Paul,Freedman,freaulmanpau
2009815,Trey Wilson,Trey Wilson,0.8559,3,Trey,Wilson,wilreysontre
2009816,Justin Jackson,Justin Jackson,0.8559,3,Justin,Jackson,jactinsonjus
2009817,Sean Porter,Sean Porter,0.8556,3,Sean,Porter,poreantersea
2009818,Talia Crichton,Talia Crichton,0.8556,3,Talia,Crichton,criliatontal
2009819,Dwight Smith,Dwight Smith,0.8556,3,Dwight,Smith,smightithdwi
2009820,Joey Fontana,Joey Fontana,0.8556,3,Joey,Fontana,fonoeyanajoe
2009821,Nat Berhe,Nat Berhe,0.8556,3,Nat,Berhe,bernatrhenat
2009822,Greg Fuller,Greg Fuller,0.8556,3,Greg,Fuller,fulreglergre
2009823,Deonte McDade,Deonte McDade,0.8556,3,Deonte,McDade,mcdnteadedeo
2009824,Jray Galea'i,Jray Galeai,0.8556,3,Jray,Galeai,galrayeaijra
2009825,Tyler Patmon,Tyler Patmon,0.8556,3,Tyler,Patmon,patlermontyl
2009826,Jordan Mills,Jordan Mills,0.8556,3,Jordan,Mills,mildanllsjor
2009827,Robert Bell,Robert Bell,0.8556,3,Robert,Bell,belertellrob
2009828,Julian Jones,Julian Jones,0.8556,3,Julian,Jones,joniannesjul
2009829,Chris Putton,Chris Putton,0.8556,3,Chris,Putton,putristonchr
2009830,Chris Atchison,Chris Atchison,0.8556,3,Chris,Atchison,atcrissonchr
2009831,Tim Tucker,Tim Tucker,0.8556,3,Tim,Tucker,tuctimkertim
2009832,Dion Chidozie,Dion Chidozie,0.8556,3,Dion,Chidozie,chiionziedio
2009833,Jamal Atofau,Jamal Atofau,0.8556,3,Jamal,Atofau,atomalfaujam
2009834,E.J. Celestie,EJ Celestie,0.8556,3,EJ,Celestie,celejtieej
2009835,Phillip Thomas,Phillip Thomas,0.8556,3,Phillip,Thomas,tholipmasphi
2009836,Tyrel Wilson,Tyrel Wilson,0.8556,3,Tyrel,Wilson,wilrelsontyr
2009837,Evan Finkenberg,Evan Finkenberg,0.8556,3,Evan,Finkenberg,finvanergeva
2009838,Jeremy Simmons,Jeremy Simmons,0.8556,3,Jeremy,Simmons,simemyonsjer
2009839,Gabe Holmes,Gabe Holmes,0.8546,3,Gabe,Holmes,holabemesgab
2009840,Isaiah Bowens,Isaiah Bowens,0.8653,3,Isaiah,Bowens,bowiahensisa
2009841,Terrance Bullitt,Terrance Bullitt,0.8546,3,Terrance,Bullitt,bulnceittter
2009842,Patrick Nicely,Patrick Nicely,0.8545,3,Patrick,Nicely,nicickelypat
2009843,Chad Lopati,Chad Lopati,0.8542,3,Chad,Lopati,lophadaticha
2009844,Akeem Spence,Akeem Spence,0.8542,3,Akeem,Spence,speeemnceake
2009845,Bernardo Nunez,Bernardo Nunez,0.8542,3,Bernardo,Nunez,nunrdonezber
2009846,Conor O'Neill,Conor ONeill,0.8542,3,Conor,ONeill,onenorillcon
2009847,Marcus Whitfield,Marcus Whitfield,0.8542,3,Marcus,Whitfield,whicuseldmar
2009848,Everett Proctor,Everett Proctor,0.8542,3,Everett,Proctor,proetttoreve
2009849,Darrin Drakeford,Darrin Drakeford,0.8542,3,Darrin,Drakeford,drarinorddar
2009850,Justin Renfrow,Justin Renfrow,0.8542,3,Justin,Renfrow,rentinrowjus
2009851,Brodrick Jenkins,Brodrick Jenkins,0.8542,3,Brodrick,Jenkins,jenickinsbro
2009852,DeDe Lattimore,DeDe Lattimore,0.8542,3,DeDe,Lattimore,latedeoreded
2009853,Ryan Hewitt,Ryan Hewitt,0.8542,3,Ryan,Hewitt,hewyanittrya
2009854,Taylor Sowell,Taylor Sowell,0.8542,3,Taylor,Sowell,sowlorelltay
2009855,Kevin Lowery,Kevin Lowery,0.8542,3,Kevin,Lowery,lowvinerykev
2009856,Cole Bowers,Cole Bowers,0.8542,3,Cole,Bowers,bowoleerscol
2009857,Jason Douglas,Jason Douglas,0.8542,3,Jason,Douglas,dousonlasjas
2009858,Taniela Maka,Taniela Maka,0.8542,3,Taniela,Maka,makelaakatan
2009859,Zach Thompson,Zach Thompson,0.8542,3,Zach,Thompson,thoachsonzac
2009860,Stetson Burnett,Stetson Burnett,0.8542,3,Stetson,Burnett,bursonettste
2009861,Dontrayevous Robinson,Dontrayevous Robinson,0.8542,3,Dontrayevous,Robinson,roboussondon
2009862,Derrell Person,Derrell Person,0.8542,3,Derrell,Person,perellsonder
2009863,Chris Coyle,Chris Coyle,0.8542,3,Chris,Coyle,coyrisylechr
2009864,Tyler Chambers,Tyler Chambers,0.8542,3,Tyler,Chambers,chalererstyl
2009865,William Shumpert,William Shumpert,0.8528,3,William,Shumpert,shuiamertwil
2009866,Mujahid Assad,Mujahid Assad,0.8528,3,Mujahid,Assad,asshidsadmuj
2009867,Tui Crichton,Tui Crichton,0.8528,3,Tui,Crichton,crituitontui
2009868,Jeff Walker,Jeff Walker,0.8528,3,Jeff,Walker,waleffkerjef
2009869,Deontae Skinner,Deontae Skinner,0.8528,3,Deontae,Skinner,skitaenerdeo
2009870,Gavin Howard,Gavin Howard,0.8528,3,Gavin,Howard,howvinardgav
2009871,Robert Thomas,Robert Thomas,0.8528,3,Robert,Thomas,thoertmasrob
2009872,Ryan Spiker,Ryan Spiker,0.8528,3,Ryan,Spiker,spiyankerrya
2009873,Chris Crenshaw,Chris Crenshaw,#N/A,#N/A,Chris,Crenshaw,crerishawchr
2009874,Anthony Wells,Anthony Wells,0.8528,3,Anthony,Wells,welonyllsant
2009875,Brock Osweiler,Brock Osweiler,0.8528,3,Brock,Osweiler,oswocklerbro
2009876,Dewayne Peace,Dewayne Peace,0.8528,3,Dewayne,Peace,peayneacedew
2009877,Desmond Trufant,Desmond Trufant,0.8528,3,Desmond,Trufant,truondantdes
2009878,Grant Enger,Grant Enger,0.8528,3,Grant,Enger,engantgergra
2009879,Tramaine Thompson,Tramaine Thompson,0.8528,3,Tramaine,Thompson,thoinesontra
2009880,Mywan Jackson,Mywan Jackson,0.8528,3,Mywan,Jackson,jacwansonmyw
2009881,Victor Keise,Victor Keise,0.8528,3,Victor,Keise,keitorisevic
2009882,Andrew Hudson,Andrew Hudson,0.8528,3,Andrew,Hudson,hudrewsonand
2009883,Morgan Alexander,Morgan Alexander,0.8528,3,Morgan,Alexander,alegandermor
2009884,Pete DeSouza,Pete DeSouza,0.8528,3,Pete,DeSouza,deseteuzapet
2009885,Tay Irvin,Tay Irvin,0.8528,3,Tay,Irvin,irvtayvintay
2009886,Julius Forte,Julius Forte,0.8528,3,Julius,Forte,foriusrtejul
2009887,Stansly Maponga,Stansly Maponga,0.8528,3,Stansly,Maponga,mapslyngasta
2009888,Austen Bujnoch,Austen Bujnoch,0.8528,3,Austen,Bujnoch,bujtenochaus
2009889,James Washington,James Washington,0.8528,3,James,Washington,wasmestonjam
2009890,Matthew Tucker,Matthew Tucker,0.8844,3,Matthew,Tucker,tuchewkermat
2009891,Jacoby Thomas,Jacoby Thomas,0.8764,3,Jacoby,Thomas,thoobymasjac
2009892,J.T. Kerr,JT Kerr,0.8528,3,JT,Kerr,kerjterrjt
2009893,Shawn Southward,Shawn Southward,0.8528,3,Shawn,Southward,souawnardsha
2009894,Nate Holloway,Nate Holloway,0.8528,3,Nate,Holloway,holatewaynat
2009895,Warren Norman,Warren Norman,0.8528,3,Warren,Norman,norrenmanwar
2009896,Vincent Davis,Vincent Davis,0.8525,3,Vincent,Davis,daventvisvin
2009897,Jayson Allmond,Jayson Allmond,0.8622,3,Jayson,Allmond,allsonondjay
2009898,Greg Capella,Greg Capella,0.8622,3,Greg,Capella,capregllagre
2009899,Stanjarivus McKay,Stanjarivus McKay,0.8525,3,Stanjarivus,McKay,mckvuskaysta
2009900,Walt Canty,Walt Canty,0.8514,3,Walt,Canty,canaltntywal
2009901,Nick Ash,Nick Ash,0.8514,3,Nick,Ash,ashickashnic
2009902,Sione Tuihalamaka,Sione Tuihalamaka,0.8514,3,Sione,Tuihalamaka,tuioneakasio
2009903,A.J. Graham,AJ Graham,0.851,3,AJ,Graham,graajhamaj
